path,category,extension,size_bytes,lines,sha256,status_hint,recommended_action,priority,confidence,evidence_flags,rationale
docs/audits/fase6/lote-8/pineda-asociados-bufete-multidisciplinario-honduras/pasada-a.json,docs,.json,10000,136,3bc311e034889aa2ef0b8eb8c6988639c1111c1614969af8029527929ca6e1c6,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/sar-notifica-fiscalizacion-que-hacer-honduras/entrada.json,docs,.json,6738,22,f7d389b03a694363dad3a26d3354808d2f8e840fa961e774051cfd7fb5f3ffbd,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/sar-notifica-fiscalizacion-que-hacer-honduras/decision-final.json,docs,.json,1332,42,c50fd1d7078e23e8cded436ea4eb234da1739915547a3a56a8041044f7c70292,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/sar-notifica-fiscalizacion-que-hacer-honduras/pasada-b.json,docs,.json,16000,177,638a0c898e6330951d2c3d598889ab70b6cb73764604cde868ec0c21620a1e6b,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/sar-notifica-fiscalizacion-que-hacer-honduras/pasada-a.json,docs,.json,16800,132,5b5f015c7313e6c47d3260a12774de6a533642f595b64ab5c0f27290803800a6,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/ejecucion-hipotecaria-que-hacer-honduras/entrada.json,docs,.json,6448,22,5f1fdf40cdcefb2834bd8affeea2c44fef5bfd493c22e1fc090f800265dadd10,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/ejecucion-hipotecaria-que-hacer-honduras/decision-final.json,docs,.json,1321,42,ff52a9d65fdb9edaecd3cd725830fb6a8a32451af9c42524d1bdbf3dc83b079c,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/ejecucion-hipotecaria-que-hacer-honduras/pasada-b.json,docs,.json,25059,299,866e98d7f2046328d2a58129cf155600d921ac11da459b5d8f8092ffcf9c1ab1,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/ejecucion-hipotecaria-que-hacer-honduras/pasada-a.json,docs,.json,23823,223,e04f32e2d255739576f83f6ed82c552ba9d94c19a668a83791bbf568b7fa24eb,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/elegir-tipo-sociedad-empresa-honduras/entrada.json,docs,.json,5932,22,fe8d7c4ac7352951fe8a367583258ea57371d63890ef985941dc91d8c6f810cc,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/elegir-tipo-sociedad-empresa-honduras/decision-final.json,docs,.json,1318,42,079938bcfc9b052821032ab89406a642a9450205d0e06e27f49c8c98b58d71fc,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/elegir-tipo-sociedad-empresa-honduras/pasada-b.json,docs,.json,24496,378,3044dd7a0841536c2afbefa8738fef5d9e4b631451b367c80cde7674e4533942,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/elegir-tipo-sociedad-empresa-honduras/pasada-a.json,docs,.json,21854,291,93af42fade8adfef608592b4f2f660edf9e57580e21bbcb0b7ed324080db7d39,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/presentar-denuncia-conadeh-honduras/entrada.json,docs,.json,7585,23,10765562ce9e1299e4e2eea515c5902f37a2c54cf1e8c16b64efd969d916833c,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/presentar-denuncia-conadeh-honduras/decision-final.json,docs,.json,1316,42,874d74f7db0044cbb7753dbae9066971a4ef5f9177fd5db05c00f44c118329a7,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/presentar-denuncia-conadeh-honduras/pasada-b.json,docs,.json,19787,279,eb8fdf9c82808e480b1c1ec97277e114d30de3893fa3dc32924a4a82969afd7c,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/presentar-denuncia-conadeh-honduras/pasada-a.json,docs,.json,12038,137,358390d0bb1a02b2667a2616668e93d60dd22e71d92dd3ad7abaff299709fdb3,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/divorcio-express-mutuo-acuerdo-honduras/entrada.json,docs,.json,7689,22,351c752deff57eecc63fdf452ffc17a68085483d0fd5f0d44c974395ed45e559,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/divorcio-express-mutuo-acuerdo-honduras/decision-final.json,docs,.json,1324,42,caf23fe6edb83a0d6855683be17e7c627815abc7e4047317e3f4988d0af7a7a1,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/divorcio-express-mutuo-acuerdo-honduras/pasada-b.json,docs,.json,6483,126,672c68001ee833527284ccfbd642d81bb84ff8b738cd75bacf2dbe4c104b0cb5,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/divorcio-express-mutuo-acuerdo-honduras/pasada-a.json,docs,.json,7834,144,ecbf16d6d15e2bfc83bbc1cecc98fd21215873995d6ea6169803f11d72a0fadd,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/tarjetas-credito-intereses-cargos-defensa-honduras/entrada.json,docs,.json,7274,23,cb95808cae1baa03be92b1e44f2669ecdf8d3beb08856c85b41ff5c8182f4cf9,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/tarjetas-credito-intereses-cargos-defensa-honduras/decision-final.json,docs,.json,1331,42,f1344f61626025dbaa1e3fc73c4b7aba979c691c988dba89486a2397a33b4c97,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/tarjetas-credito-intereses-cargos-defensa-honduras/pasada-b.json,docs,.json,21247,270,968f8469f83faf9cfdfce44c33b5b4696e0b678286fa7cdd4b32599a65aa54ce,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/tarjetas-credito-intereses-cargos-defensa-honduras/pasada-a.json,docs,.json,12328,128,2758fe29702f8b6eb27445f4f6869b4c42fefc2e14ad73324730ecd25f31fc2e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derecho-de-peticion-instituciones-honduras/entrada.json,docs,.json,8106,23,4f25a619899ff067246e57ceaa1f536f8443b0eed38e4476640c2f96c5c5e9f2,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derecho-de-peticion-instituciones-honduras/decision-final.json,docs,.json,1390,42,31b739418d2a8d83e2056e83a0110ebe804b6058d3ee3725dc6fa63ea97526a0,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derecho-de-peticion-instituciones-honduras/pasada-b.json,docs,.json,5766,46,6728617143fb0cb01f8a89a6f68f4dffcc27ffe262567c928ca3299614f40f9a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derecho-de-peticion-instituciones-honduras/pasada-a.json,docs,.json,8653,152,6e9f8d6de8fc3b2cb93d8b2571d77be613be0e6cd2b92cf93cf3dceb68c54a39,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/asuntos-familiares-honduras-espana/entrada.json,docs,.json,7558,22,ef697163ae951547b8dd9867ddebbcedd3ee607510e2e96bfa92f2c23d2b1849,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/asuntos-familiares-honduras-espana/decision-final.json,docs,.json,1315,42,bd7e8e62accd7ad45d6eccccfc6351ed5e44ba62e86dc5fa30371cdee33b27b6,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/asuntos-familiares-honduras-espana/pasada-b.json,docs,.json,23199,306,41b4f8162d3b120eda4fdabf29f9fc0ff9d4b3157102d6336e612acb514da330,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/asuntos-familiares-honduras-espana/pasada-a.json,docs,.json,20844,206,192517d16876260ae06a655454352506d5a2caa8677b54053ecd907feadf2f43,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/hondurenos-en-espana-guia-legal-completa/entrada.json,docs,.json,969,22,16cf58905475bab9084ef82ad342a4b1b872dbb423f0a7d3b280478003529cc8,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/hondurenos-en-espana-guia-legal-completa/decision-final.json,docs,.json,473,14,0926f6eba1498d1f57855afb46ddb9c0c2544223463ab1dd7710a21780cdd39a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/hondurenos-en-espana-guia-legal-completa/pasada-b.json,docs,.json,3543,62,36e4b7d7f028ef613f6414f8cca443867ad2572066b2c2eb8f7a03c1cbc50ddb,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/hondurenos-en-espana-guia-legal-completa/pasada-a.json,docs,.json,1718,41,a869041ffff4af227a4a3e87fcee55295e9315cdea49d88f25839b0d6b17c6c0,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derechos-del-detenido-guia-constitucional-honduras/entrada.json,docs,.json,4679,22,15026ff7c85ef5225c720fcdc5f9b8f9ec037ffe7edc800ccb0f4cac2c602991,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derechos-del-detenido-guia-constitucional-honduras/decision-final.json,docs,.json,1335,42,175c8fa5ff45850f9727d55e6f845977c635543fb634748851d05c528ecfb7be,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derechos-del-detenido-guia-constitucional-honduras/pasada-b.json,docs,.json,9413,133,d9a3838f17d5c6e1a83679223c027ed82c64599e22f53724454cd79305b09b91,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase6/lote-8/derechos-del-detenido-guia-constitucional-honduras/pasada-a.json,docs,.json,18851,375,d12a487725da0dba273c7dbd53dd1d2d4d63a2202dbe9cf04df2376029ffd09a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/compraventa-inmuebles-aspectos-legales-honduras.json,docs,.json,6780,1,bfbefa1e3ff8b64a6d41570612a91e131339f9f190bb98b8ec542073a1d1e8e4,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/tramites-legales-nacaome.json,docs,.json,11823,1,3a75f962b7ec1ea1c96edacf360e538a097171cd11474434fb70603a513ce92f,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/errores-contratos-civiles-honduras.json,docs,.json,7147,1,caa1079239e17df00a50fe50fcff979a75f113f829794bd1196f624051718495,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/demanda-laboral-choluteca.json,docs,.json,8495,1,81037da0516649114f90c7048d17998486e16d546508845112d4e8cdf337316b,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/cuando-necesito-abogado-penalista-honduras.json,docs,.json,10065,1,c6807a09aa392c759ce957c7f079f10c49286e5775024375a75ce0acb7019b9e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/despido-laboral-honduras-guia-completa.json,docs,.json,7881,1,641c47367592f6e29c38f0ea8f5fb2dbc8d19161ea554127c07b28b6c5bdb354,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/danos-perjuicios-indemnizacion-honduras.json,docs,.json,8113,1,068e55702098e17332c503141a9750246e6d41c96cf4666077eb587ddb9ecf8d,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/proceso-consulta-legal-pineda.json,docs,.json,6364,1,c44123a3b36880d45fba613fd09db428d2975df2d58ea179c9f982e7c2ea8db8,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/pension-alimenticia-porcentaje-honduras-2026.json,docs,.json,9893,1,3621006233756fbc1cf4fc3d2402e38db611bf4beb3fe8c6d4043ef367467540,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/medidas-sustitutivas-prision-preventiva-honduras.json,docs,.json,7594,1,d68b110cd470476ed8b040325bbff89a06d8669cb95044aa490247e7b2bcc44d,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/delitos-mas-comunes-honduras.json,docs,.json,6031,1,5f06c2b3007be0edfdb165567a54f51c689e4d82bfdf8c8996d6e64b22a6594e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/como-elegir-abogado-honduras.json,docs,.json,9136,1,bbdc36419541b4e3d9a963e621371a4b57455030922b18bb897af73b414d3cd6,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/defensa-penal-menores-edad-honduras.json,docs,.json,5812,1,5edcf35d3382e68712461636d655ce7d59cb72e21ecd4e7211cdfe437b69af2e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/que-hacer-si-me-detienen-en-honduras.json,docs,.json,6980,1,a04d0b0d9edf1202ff97667bfc5bd12ff457d1b5d8a809ac81c29a99aa793c29,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/pineda-asociados-bufete-multidisciplinario-honduras.json,docs,.json,7734,1,123834f71fca647662e85555f19ee7d3e84d0ea22e0a699bae0e81e637a8989f,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/pension-alimenticia-honduras-guia-completa.json,docs,.json,6240,1,56c37c5401109b5601e64a88c42442e557cb0eace3801649b17d82e169269b2e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/cuando-prescribe-delito-en-honduras.json,docs,.json,7094,1,f184e7cc11921fa590cd071c5510d00b9d368970174b411cf1ad71b3ef600ed9,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/estafas-fraudes-tipos-penales-honduras.json,docs,.json,5980,1,923cd9e76d5599c8e776ee5b4734a3cd360fe7a078727b1f1b78975b4c6295e1,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/divorcio-honduras-guia-completa.json,docs,.json,6631,1,23ffd8319dda719046d7b799b09640fd1551459db71123ccd3bf57db31ac6e9d,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/titulos-valores-cheques-sin-fondo-honduras.json,docs,.json,7632,1,5ce66924a97b23bc5fe5862c9204fde8f029a136d92c5c988d8cfca9114a1ff6,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/defensa-sar-choluteca.json,docs,.json,10021,1,38639e8063bdcf0051a8e313422b17288208ae61af0c9dec24bf1e29f0de59ef,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/tipos-sociedad-mercantil-honduras.json,docs,.json,7415,1,103b3dfef513518909e135dfa38554d89998ba625a904fab3c893fffb5f854c0,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/impuesto-renta-personas-fisicas-honduras.json,docs,.json,8069,1,187d56975605ea70b5e7756e419c8e2051bff7b21dcde416a2c37b293e62aee2,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/cobro-deudas-choluteca.json,docs,.json,8060,1,212d2222acde9edd5456351eef5a2c38ae1d7d8950cc077c8b35bdb2ce37c6a3,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/usucapion-prescripcion-adquisitiva-honduras.json,docs,.json,5087,1,eb975c19ed404ec176b4aff6f366a3f2b70ea6fe0c7d0d310f76ad3123d6cc3e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/preguntas-frecuentes-antes-contratar-abogado-honduras.json,docs,.json,8795,1,269c06d3806f61cd21caa5fb3861e1636e34316fdc0ab9716e0f93efe99e367f,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/registrar-marca-honduras-paso-a-paso.json,docs,.json,6187,1,fde711e83c0c34580f7dd5d49b6199fae4a3e7e2086850bccc737b22588acb64,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/accidente-transito-choluteca.json,docs,.json,8566,1,8446ef34eb8ff368bd76ef03489fcfd215a39b9f380e56cf865896f7f3a25004,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/derechos-detenido-honduras-guia-constitucional.json,docs,.json,8703,1,8f5e0f4af38db36ca4974ed68a3e9a20f5c27d3de8d0394592ea290119ef9da1,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/derechos-laborales-basicos-honduras.json,docs,.json,5694,1,97abc071f584423ab01e885573df9ff0b008c4964f709e742333152cbabbaaf1,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/pension-alimenticia-choluteca.json,docs,.json,4110,1,5b556708b40b775f50800716f33e4ecf29945f7b6039d9742c7a6b40a3ff1f63,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/servicios-legales-empresas-sur-honduras.json,docs,.json,7264,1,acea74c293b6cb92576c4dde1899d021ea74c7d2d2541acc9a13ab5a9100ef77,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/guia-aduanera-importaciones-honduras.json,docs,.json,14726,1,71a451f1419622c40e789f3463280d8a2cf5584b343d3afa51b2d277e2c0c48f,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/asuntos-familiares-honduras-espana.json,docs,.json,6919,1,dd12bab30e0809c539c83112d268bb2f6bab3f794825678b65410d3a2141352e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/abogado-laboral-choluteca.json,docs,.json,9014,1,157a6607f9afb960a31271ba1ba30d4828310fa284f0c49b7e4d91349b8723ef,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/abogado-familia-choluteca.json,docs,.json,7762,1,9cc2ab431e633ae75838693229d7b6a8a3ce1d3c34fed50f7b877c73935268df,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/diferencia-denuncia-querella-acusacion-honduras.json,docs,.json,6919,1,226f82c88da488d46feee14b189030ae15f9f55d6fe2019da998e2726dfb7283,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/jornada-laboral-horas-extra-descansos-honduras.json,docs,.json,6856,1,2715fbbe2af4d31c471bd48fcb2808d1ac56476f721ad1cee2794a433b840e27,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/custodia-hijos-honduras-juez.json,docs,.json,7865,1,4219e2ae3206c41161dec3f2fdec8d1156f26664f09663d2acdedac49d9f076a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/hondurenos-espana-documentos.json,docs,.json,6530,1,4927c5bcab14dbb3b51436ccbc4a0f699e28ed0489b64994c1c3c116e72ef702,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/abogado-empresas-san-lorenzo.json,docs,.json,6485,1,c013ed116ee76c9e8f2df58ecfedc809282d3580be787d0dbb3d1da1e4273f0a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/abogado-civil-choluteca.json,docs,.json,4922,1,f3b25d232ba50c4a121201a13fc7b66690278da023b8db1757e37923f5cab623,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/divorcio-choluteca.json,docs,.json,6673,1,078655d9a4d06ce8b9b223d1ca0e6e5ffa8dbe91a808ac6e4cbd20159a4f06a5,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/_tmp/audiencia-inicial-proceso-penal-honduras.json,docs,.json,7285,1,6b762b7883cfaec3f267e913bdb91ba404970faa20fd63b24ca5e8e026448e51,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-F/resumen-lote.json,docs,.json,305,14,b0fea00df1791084d9157f2642f13e0ae9ecec45b8297c2ffe9b44e8e676cce9,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-F/decisiones-finales.json,docs,.json,10934,360,3e1ef35ab5596482e43d57ab03f3a0295583c738455d1f3c14a78c676cd09104,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-G/resumen-lote.json,docs,.json,305,14,2f660700d8caba24bacf2c8cce8d913305aa9357f598c5bf24d327285faf3944,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-G/decisiones-finales.json,docs,.json,10885,361,51c389e814195a746156cd471056a175348f8b6abaa5bc3ed79760a58c9608f4,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-A/resumen-lote.json,docs,.json,327,15,4be5dd369656d41217a8071d17b75c9c4a0453b91dd4c0ec38630f57dfef077e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-A/decisiones-finales.json,docs,.json,13986,399,b71871d8e6e1a4edd02092e0dfeb285b8addce0f504dbf8fe4e2b5660f126c0a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-D/resumen-lote.json,docs,.json,305,14,d10f4f5e0b66f39d0cd6c5ab35fbd6c260839d7e2dcb5edf318d18b8274c0bc5,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-D/decisiones-finales.json,docs,.json,10638,352,0be024fff1fc507def7f5cfaf9c4d0dfee739c0f3ec81298b933a4b0734178c9,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-C/resumen-lote.json,docs,.json,305,14,30039c2b224c1336171e759be12e1d02bf2158d65a5dda68e2c9a588488032e8,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-C/decisiones-finales.json,docs,.json,10644,355,8bd1ed45040f52e17d67ce8421279bb1dcdca22dba432ecd26520b24f4433292,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-B/resumen-lote.json,docs,.json,305,14,05fdf2656f6846dc9906971b87e3d96a7700394b2793e3b149be65048e56bdc7,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-B/decisiones-finales.json,docs,.json,10696,356,4f13ba4374a8ddf7e4c55e3606d25fa395ea669cba9591645cbc71a5b751ca9e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-H/resumen-lote.json,docs,.json,305,14,97fc57f6ad0995df0edf3e558cc41359ef809073e21cb33fbb89197285652146,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-H/decisiones-finales.json,docs,.json,10879,362,5bac4701cd356b36bd0f07070c78e754f28ffe2672019705e6ba1f46f7641e32,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-E/resumen-lote.json,docs,.json,305,14,d750dac1d0c038ace99b4d1b0f8e089c104d742abbbe8c1d0ce0bc3b6d20c25b,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-E/decisiones-finales.json,docs,.json,11032,361,83809f63203967a0e16d3f5ed72c08c1353aeb5e77d53226ad847b5fa08006dd,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/resumen-lote.json,docs,.json,305,14,47475e23f5fa202b3ed02fc30731609d27d817382f3a9410af1031363d77f687,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/decisiones-finales.json,docs,.json,10050,334,06e09f8af0fb55d7bf1fa19e4c2363a9fce3d5ada793ce1f20920841ce301c4a,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/diferencia-denuncia-querella-acusacion-honduras/seo-geo.json,docs,.json,1727,48,d763f1a11be5be737b15cf819acd4817b26dd5809590b1a6a2a86c4b6ac6bc0f,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/diferencia-denuncia-querella-acusacion-honduras/decision-final.json,docs,.json,674,23,83400c5e1ff56982d92a9e609453e3e5ce9c7518947349669eb0f816d24196ad,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/diferencia-denuncia-querella-acusacion-honduras/legal-a.json,docs,.json,2689,64,8d0023c769635f6b861f9badca1044c31224b8f6011ebb4b2229546a01f1122e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/diferencia-denuncia-querella-acusacion-honduras/ux-produccion.json,docs,.json,1301,46,81a69b432f19d89744dbcda700cdf8c65d65d01c271249f9470c6ca493dcca7c,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/diferencia-denuncia-querella-acusacion-honduras/_meta.json,docs,.json,370,10,9037ca2310e6c2565dcce9d08452e0522d13ea2fa0f2ecbe2800bc980ed40dae,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/abogado-laboral-choluteca/seo-geo.json,docs,.json,1747,48,dfd7ede34b4971602e30ed310578c0176758cbccccf8bcf9fad6c2b19949e641,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/abogado-laboral-choluteca/decision-final.json,docs,.json,655,24,b9103601a072d80ad5ab7c7e170272a04e5b49e627726a8cd04953f1e6e6e78e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
docs/audits/fase7/lote-I/abogado-laboral-choluteca/legal-a.json,docs,.json,1691,46,3703d6b8d789723fa7eac9cb7a7c0381e35608b841f877fb82262c3bc6fda87e,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
