"slug","production_body_hash","recovered_body_hash","same_body","production_title","recovered_title","same_title","production_meta","recovered_meta","same_meta","production_canonical","recovered_canonical","status"
"isv-impuesto-venta-tasas-obligaciones-honduras","7dba0b1c7c203905ce5bce4b3b28d0affa1067b934707b5d0274548ce4e0e6ff","7dba0b1c7c203905ce5bce4b3b28d0affa1067b934707b5d0274548ce4e0e6ff","true","ISV en Honduras: tasas, obligaciones y cómo","ISV en Honduras: tasas, obligaciones y cómo","true","{""description"":""Cómo funciona el Impuesto sobre Ventas en Honduras: tasas, productos exentos, débito y crédito fiscal, declaración mensual ante el SAR, facturación con CAI y"",""noindex"":false}","{""description"":""Cómo funciona el Impuesto sobre Ventas en Honduras: tasas, productos exentos, débito y crédito fiscal, declaración mensual ante el SAR, facturación con CAI y"",""noindex"":false}","true","","","MATCH"
"jornada-laboral-horas-extra-descansos-honduras","a51a669450a0a6efbff2f9b1f766298298a47ca4194717846da817d40a5884a3","a51a669450a0a6efbff2f9b1f766298298a47ca4194717846da817d40a5884a3","true","Jornada Laboral en Honduras: Horas Extra","Jornada Laboral en Honduras: Horas Extra","true","{""description"":""Guía completa sobre la jornada laboral en Honduras: tipos de jornada (diurna, nocturna, mixta), horas extra y su recargo, descansos obligatorios, vacaciones y"",""noindex"":false}","{""description"":""Guía completa sobre la jornada laboral en Honduras: tipos de jornada (diurna, nocturna, mixta), horas extra y su recargo, descansos obligatorios, vacaciones y"",""noindex"":false}","true","","","MATCH"
"juicio-oral-etapas-que-esperar-honduras","99e8765d53e91fd82e8198b449216be95a745e98db2390cc521d04d84c147013","99e8765d53e91fd82e8198b449216be95a745e98db2390cc521d04d84c147013","true","Juicio oral en Honduras: etapas y preparación","Juicio oral en Honduras: etapas y preparación","true","{""description"":""Guía práctica sobre el juicio oral y público en el proceso penal hondureño: alegatos de apertura, práctica de pruebas, contrainterrogatorios, alegatos finales"",""noindex"":false}","{""description"":""Guía práctica sobre el juicio oral y público en el proceso penal hondureño: alegatos de apertura, práctica de pruebas, contrainterrogatorios, alegatos finales"",""noindex"":false}","true","","","MATCH"
"lavado-activos-obligaciones","f429aa4e7cd2d0754482ab52a28bcfbdbc79a08a7b4447c0185a27ecfa9c05be","f429aa4e7cd2d0754482ab52a28bcfbdbc79a08a7b4447c0185a27ecfa9c05be","true","Lavado de Activos en Honduras: Obligaciones","Lavado de Activos en Honduras: Obligaciones","true","{""description"":""Sujetos obligados (bancos, abogados, constructoras, concesionarios), deber de debida diligencia KYC, reporte de transacciones sospechosas y sanciones por"",""noindex"":false}","{""description"":""Sujetos obligados (bancos, abogados, constructoras, concesionarios), deber de debida diligencia KYC, reporte de transacciones sospechosas y sanciones por"",""noindex"":false}","true","","","MATCH"
"libertad-expresion-redes-sociales-honduras","bd70ac76692753a570f4838148faf96c6c200fea4646f22be1e4a186c9210bfd","bd70ac76692753a570f4838148faf96c6c200fea4646f22be1e4a186c9210bfd","true","Libertad de expresión en redes","Libertad de expresión en redes","true","{""description"":""Diferencia entre opinión (protegida) e imputación de hechos (calumnia). Riesgos penales y civiles, cómo protegerse y qué hacer si es víctima de difamación."",""noindex"":false}","{""description"":""Diferencia entre opinión (protegida) e imputación de hechos (calumnia). Riesgos penales y civiles, cómo protegerse y qué hacer si es víctima de difamación."",""noindex"":false}","true","","","MATCH"
"licencia-ambiental-categorias-plazos-honduras","e2853f59583b15de164bb3ff5fc15635f69cf8b3290dd9b099673117572e2590","e2853f59583b15de164bb3ff5fc15635f69cf8b3290dd9b099673117572e2590","true","Licencia Ambiental en Honduras","Licencia Ambiental en Honduras","true","{""description"":""Categorías 1-4 según impacto, plazos de resolución (30-180 días), sanciones (suspensión, clausura, multa, responsabilidad penal) y recomendaciones para el"",""noindex"":false}","{""description"":""Categorías 1-4 según impacto, plazos de resolución (30-180 días), sanciones (suspensión, clausura, multa, responsabilidad penal) y recomendaciones para el"",""noindex"":false}","true","","","MATCH"
"mediacion-familiar-cuando-funciona-honduras","bbf819a1912d0e4f4d10514effbf74015bc2609f1b9dea9e9e9f84925ccfd5ea","bbf819a1912d0e4f4d10514effbf74015bc2609f1b9dea9e9e9f84925ccfd5ea","true","Mediación Familiar en Honduras","Mediación Familiar en Honduras","true","{""description"":""Cuándo es obligatoria la mediación familiar antes del juicio, cómo funciona el proceso, costos y duración. Diferencias con el litigio y cuándo NO procede"",""noindex"":false}","{""description"":""Cuándo es obligatoria la mediación familiar antes del juicio, cómo funciona el proceso, costos y duración. Diferencias con el litigio y cuándo NO procede"",""noindex"":false}","true","","","MATCH"
"mediacion-vs-juicio-cual-elegir","c19041c16fb636f9f158eb00f9645e795170f3f9b8d4d4fcb54bda556067710e","c19041c16fb636f9f158eb00f9645e795170f3f9b8d4d4fcb54bda556067710e","true","Mediación vs juicio en Honduras","Mediación vs juicio en Honduras","true","{""description"":""Diferencias entre mediación y juicio en Honduras: confidencialidad, duración, costo, fuerza ejecutiva del acuerdo y cuándo conviene cada vía según el tipo de"",""noindex"":false}","{""description"":""Diferencias entre mediación y juicio en Honduras: confidencialidad, duración, costo, fuerza ejecutiva del acuerdo y cuándo conviene cada vía según el tipo de"",""noindex"":false}","true","","","MATCH"
"medidas-sustitutivas-prision-preventiva-honduras","e18006b07d2980e7aafe679cb5064ff90d4f02513ba77c86045760f9d9d4280c","e18006b07d2980e7aafe679cb5064ff90d4f02513ba77c86045760f9d9d4280c","true","7 Medidas sustitutivas a la prisión preventiva","7 Medidas sustitutivas a la prisión preventiva","true","{""description"":""La prisión preventiva no es automática. Conozca las medidas sustitutivas que permite la ley hondureña para garantizar el proceso sin privar de libertad."",""noindex"":false}","{""description"":""La prisión preventiva no es automática. Conozca las medidas sustitutivas que permite la ley hondureña para garantizar el proceso sin privar de libertad."",""noindex"":false}","true","","","MATCH"
"nacionalidad-espanola-para-hondurenos-residencia-plazos","070ad1686b503086f808bbcc0ed8883f65b3306516e7b2523ecf58fcd90910c6","070ad1686b503086f808bbcc0ed8883f65b3306516e7b2523ecf58fcd90910c6","true","Nacionalidad española para hondureños","Nacionalidad española para hondureños","true","{""description"":""Requisitos para que un hondureño obtenga la nacionalidad española por residencia: plazos reducidos (2 años), pruebas CCSE y DELE, documentación y proceso."",""noindex"":false}","{""description"":""Requisitos para que un hondureño obtenga la nacionalidad española por residencia: plazos reducidos (2 años), pruebas CCSE y DELE, documentación y proceso."",""noindex"":false}","true","","","MATCH"
"naturalizacion-nacionalidad-hondurena","c51505cbc6f04bd97e5712a34d115e00efc4ed509051d0d12d0f86b1057e20bf","c51505cbc6f04bd97e5712a34d115e00efc4ed509051d0d12d0f86b1057e20bf","true","Naturalización en Honduras: Guía para Obtener","Naturalización en Honduras: Guía para Obtener","true","{""description"":""Guía completa del proceso de naturalización en Honduras: requisitos, documentación, plazos ante el Congreso Nacional y diferencias por país de origen."",""noindex"":false}","{""description"":""Guía completa del proceso de naturalización en Honduras: requisitos, documentación, plazos ante el Congreso Nacional y diferencias por país de origen."",""noindex"":false}","true","","","MATCH"
"patentes-requisitos-proceso-solicitud-honduras","e3da596a63956b7686f22715ae2e6d6c366dadee3e10576280bf1cb5d7dae89f","e3da596a63956b7686f22715ae2e6d6c366dadee3e10576280bf1cb5d7dae89f","true","Patentes en Honduras: Requisitos y Costos","Patentes en Honduras: Requisitos y Costos","true","{""description"":""Guía completa sobre patentes en Honduras: qué se puede patentar, requisitos de patentabilidad, proceso ante DIGEPIH, costos y mantenimiento anual."",""noindex"":false}","{""description"":""Guía completa sobre patentes en Honduras: qué se puede patentar, requisitos de patentabilidad, proceso ante DIGEPIH, costos y mantenimiento anual."",""noindex"":false}","true","","","MATCH"
"pension-alimenticia-choluteca","01e580a195fc572e61857dd25d6cb10fceeaec43c28f1070d171f46648bd1f1c","01e580a195fc572e61857dd25d6cb10fceeaec43c28f1070d171f46648bd1f1c","true","Pensión Alimenticia en Choluteca","Pensión Alimenticia en Choluteca","true","{""description"":""Pensión alimenticia en Choluteca: cómo solicitarla, calcular el monto, documentos necesarios y qué hacer si el obligado no paga. Abogados de familia en"",""noindex"":false}","{""description"":""Pensión alimenticia en Choluteca: cómo solicitarla, calcular el monto, documentos necesarios y qué hacer si el obligado no paga. Abogados de familia en"",""noindex"":false}","true","","","MATCH"
"pension-alimenticia-honduras-guia-completa","554b65d2b762c393b94a0ccef55010ae6e999f5b13ace390b24145ecd1d670b8","554b65d2b762c393b94a0ccef55010ae6e999f5b13ace390b24145ecd1d670b8","true","Pensión alimenticia en Honduras: requisitos y pasos","Pensión alimenticia en Honduras: requisitos y pasos","true","{""description"":""Guía completa 2026 sobre la pensión alimenticia en Honduras: cómo se determina, documentos necesarios, juzgado de familia y cómo exigir el cumplimiento."",""noindex"":false}","{""description"":""Guía completa 2026 sobre la pensión alimenticia en Honduras: cómo se determina, documentos necesarios, juzgado de familia y cómo exigir el cumplimiento."",""noindex"":false}","true","","","MATCH"
"pension-alimenticia-porcentaje-honduras-2026","e0b2fbd4bc37e37595b6593262a215fd79409075818baa1c32152f7f73d501dd","e0b2fbd4bc37e37595b6593262a215fd79409075818baa1c32152f7f73d501dd","true","Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo","Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo","true","{""description"":""¿Cómo se determina la pensión alimenticia por hijo en Honduras en 2026? Conozca cómo se aplica el principio de proporcionalidad, las necesidades del menor y la capacidad de pago."",""noindex"":false}","{""description"":""¿Cómo se determina la pensión alimenticia por hijo en Honduras en 2026? Conozca cómo se aplica el principio de proporcionalidad, las necesidades del menor y la capacidad de pago."",""noindex"":false}","true","","","MATCH"
"permiso-trabajo-extranjeros-honduras","7c33f7f67c31cf8d4f12a6292c057eda508723411385bd708c20a93881f31b6f","7c33f7f67c31cf8d4f12a6292c057eda508723411385bd708c20a93881f31b6f","true","Permiso de Trabajo en Honduras","Permiso de Trabajo en Honduras","true","{""description"":""Guía completa del permiso de trabajo para extranjeros en Honduras: requisitos, proceso ante la Secretaría de Trabajo, sanciones y excepciones por categoría de"",""noindex"":false}","{""description"":""Guía completa del permiso de trabajo para extranjeros en Honduras: requisitos, proceso ante la Secretaría de Trabajo, sanciones y excepciones por categoría de"",""noindex"":false}","true","","","MATCH"
"pineda-asociados-bufete-multidisciplinario-honduras","4b7c9c10e9b8943ae8b0c4ebdc4bc474f536c55b5afd48f8085d1e3dd246a52b","4b7c9c10e9b8943ae8b0c4ebdc4bc474f536c55b5afd48f8085d1e3dd246a52b","true","Bufete Multidisciplinario en Honduras","Bufete Multidisciplinario en Honduras","true","{""description"":""Transparencia total: cómo se recibe, analiza, cotiza y tramita un caso en un bufete hondureño. Del primer contacto a la sentencia, sin marketing vacío."",""noindex"":false}","{""description"":""Transparencia total: cómo se recibe, analiza, cotiza y tramita un caso en un bufete hondureño. Del primer contacto a la sentencia, sin marketing vacío."",""noindex"":false}","true","","","MATCH"
"poder-desde-espana-para-tramites-honduras","db5ec85e0ae0e16c19b75462c6e543b235bbfd97f48e1841d3566d50d621926e","db5ec85e0ae0e16c19b75462c6e543b235bbfd97f48e1841d3566d50d621926e","true","Poder desde Espana para Tramites en Honduras","Poder desde Espana para Tramites en Honduras","true","{""description"":""Cómo otorgar un poder legal desde España para realizar trámites en Honduras sin viajar. Procedimiento, requisitos y validez internacional."",""noindex"":false}","{""description"":""Cómo otorgar un poder legal desde España para realizar trámites en Honduras sin viajar. Procedimiento, requisitos y validez internacional."",""noindex"":false}","true","","","MATCH"
"poder-legal-honduras-cuando-se-necesita","160edca4e27b0b924d62aea3e7ea6c53d2a5b35cfcc09f9fd91d84b69a034699","160edca4e27b0b924d62aea3e7ea6c53d2a5b35cfcc09f9fd91d84b69a034699","true","Poder Notarial en Honduras: Tipos","Poder Notarial en Honduras: Tipos","true","{""description"":""¿Necesita un poder notarial en Honduras? Guía 2026 con los 5 tipos, costos, requisitos y paso a paso para otorgarlo ante notario. Evite errores."",""noindex"":false}","{""description"":""¿Necesita un poder notarial en Honduras? Guía 2026 con los 5 tipos, costos, requisitos y paso a paso para otorgarlo ante notario. Evite errores."",""noindex"":false}","true","","","MATCH"
"poder-notarial-honduras-tipos-requisitos","4831906635e2243caed2796d9e7321f41da63be62df4495dd53422a5b7d52500","4831906635e2243caed2796d9e7321f41da63be62df4495dd53422a5b7d52500","true","4 Tipos de Poder Notarial en Honduras: Requisitos","4 Tipos de Poder Notarial en Honduras: Requisitos","true","{""description"":""Poder general, especial, para pleitos y cláusulas especialísimas: diferencias, requisitos notariales, cómo revocarlo y errores frecuentes que pueden costarle"",""noindex"":false}","{""description"":""Poder general, especial, para pleitos y cláusulas especialísimas: diferencias, requisitos notariales, cómo revocarlo y errores frecuentes que pueden costarle"",""noindex"":false}","true","","","MATCH"
"preguntas-frecuentes-antes-contratar-abogado-honduras","895ef95c152d0221cbbc23416d254e8e5d3a6db0b5202b5e8caf1630e82f1169","895ef95c152d0221cbbc23416d254e8e5d3a6db0b5202b5e8caf1630e82f1169","true","10 preguntas que debe hacer antes de contratar","10 preguntas que debe hacer antes de contratar","true","{""description"":""¿Cómo saber si un abogado es bueno? ¿Cuánto cobra? ¿Puedo cambiar de abogado? Respuestas directas a las 10 preguntas más frecuentes antes de contratar"",""noindex"":false}","{""description"":""¿Cómo saber si un abogado es bueno? ¿Cuánto cobra? ¿Puedo cambiar de abogado? Respuestas directas a las 10 preguntas más frecuentes antes de contratar"",""noindex"":false}","true","","","MATCH"
"prescripcion-deudas-plazos-honduras","0938d74f5abd5ae4fd9cc4fcebb0f6ce1e9e3d767a9ec0be53d19b67889b75a7","0938d74f5abd5ae4fd9cc4fcebb0f6ce1e9e3d767a9ec0be53d19b67889b75a7","true","Prescripción de Deudas en Honduras: Plazos y Requisitos","Prescripción de Deudas en Honduras: Plazos y Requisitos","true","{""description"":""Deudas civiles (1-5 años según tipo), mercantiles (3 años), bancarias (5 años si no hay interrupción). Cómo interrumpir la prescripción con carta formal y"",""noindex"":false}","{""description"":""Deudas civiles (1-5 años según tipo), mercantiles (3 años), bancarias (5 años si no hay interrupción). Cómo interrumpir la prescripción con carta formal y"",""noindex"":false}","true","","","MATCH"
"presentar-denuncia-conadeh-honduras","7655c989774d9564664432dd6b3a844c2005c749ad44f58d9aa4a4a9c3368051","7655c989774d9564664432dd6b3a844c2005c749ad44f58d9aa4a4a9c3368051","true","Cómo Presentar una Denuncia ante el CONADEH en","Cómo Presentar una Denuncia ante el CONADEH en","true","{""description"":""Qué casos atiende (violaciones de DD.HH. por autoridades), cómo presentar la queja sin abogado, qué esperar del proceso y limitaciones (recomendaciones no"",""noindex"":false}","{""description"":""Qué casos atiende (violaciones de DD.HH. por autoridades), cómo presentar la queja sin abogado, qué esperar del proceso y limitaciones (recomendaciones no"",""noindex"":false}","true","","","MATCH"
"proceso-consulta-legal-pineda","cff41c29688ec8b5372a78d09c62bfc35c6699d8916ae3988945e5d486f159ba","cff41c29688ec8b5372a78d09c62bfc35c6699d8916ae3988945e5d486f159ba","true","Cómo preparar tu consulta legal en Honduras","Cómo preparar tu consulta legal en Honduras","true","{""description"":""Guía práctica sobre cómo preparar su primera consulta legal: qué documentos llevar, qué preguntas hacer, cuánto dura, qué información recibirá y cómo decidir"",""noindex"":false}","{""description"":""Guía práctica sobre cómo preparar su primera consulta legal: qué documentos llevar, qué preguntas hacer, cuánto dura, qué información recibirá y cómo decidir"",""noindex"":false}","true","","","MATCH"
"proteccion-datos-personales-derechos-arco-honduras","1142d1f750b08a9232b743dfb2bfc94fceeffb95da12ad2a852f4d173303cac4","1142d1f750b08a9232b743dfb2bfc94fceeffb95da12ad2a852f4d173303cac4","true","Derechos ARCO en Honduras: Guía Completa de","Derechos ARCO en Honduras: Guía Completa de","true","{""description"":""Acceso, Rectificación, Cancelación y Oposición: qué son, marco legal hondureño, habeas data y cómo ejercerlos en la práctica. Con casos reales de rectificación"",""noindex"":false}","{""description"":""Acceso, Rectificación, Cancelación y Oposición: qué son, marco legal hondureño, habeas data y cómo ejercerlos en la práctica. Con casos reales de rectificación"",""noindex"":false}","true","","","MATCH"
"proteccion-marcas-competencia-desleal","1d483684c120b27f1cd69886cae70f24fa4a6f63eb2491c654d7bc4eb384d263","1d483684c120b27f1cd69886cae70f24fa4a6f63eb2491c654d7bc4eb384d263","true","Protección de Marcas Frente a la Competencia","Protección de Marcas Frente a la Competencia","true","{""description"":""Acciones legales contra el uso no autorizado de su marca en Honduras: oposición, nulidad, demanda por competencia desleal y cuándo actuar ante DIGEPIH."",""noindex"":false}","{""description"":""Acciones legales contra el uso no autorizado de su marca en Honduras: oposición, nulidad, demanda por competencia desleal y cuándo actuar ante DIGEPIH."",""noindex"":false}","true","","","MATCH"
"que-hacer-si-me-detienen-en-honduras","078520c370cbf2ba1d044542537b4b1ddb22c775aa0004b43e17acb161cb2fa1","078520c370cbf2ba1d044542537b4b1ddb22c775aa0004b43e17acb161cb2fa1","true","¿Qué Hacer Si Me Detienen en Honduras? Guía","¿Qué Hacer Si Me Detienen en Honduras? Guía","true","{""description"":""Guía práctica sobre sus derechos al ser detenido en Honduras: qué hacer en las primeras 24 horas, cómo es la audiencia inicial, qué NO firmar y cuándo"",""noindex"":false}","{""description"":""Guía práctica sobre sus derechos al ser detenido en Honduras: qué hacer en las primeras 24 horas, cómo es la audiencia inicial, qué NO firmar y cuándo"",""noindex"":false}","true","","","MATCH"
"reagrupacion-familiar-hondurenos-espana","8a0940ea8b1335bbac0ac2ba46afd65c5b1b0694245001884ecca8c4675a7302","8a0940ea8b1335bbac0ac2ba46afd65c5b1b0694245001884ecca8c4675a7302","true","Reagrupación familiar en España para hondureños","Reagrupación familiar en España para hondureños","true","{""description"":""Cómo reagrupar a cónyuge, hijos y ascendientes hondureños en España: requisitos de ingresos, vivienda, familiares reagrupables y proceso paso a paso."",""noindex"":false}","{""description"":""Cómo reagrupar a cónyuge, hijos y ascendientes hondureños en España: requisitos de ingresos, vivienda, familiares reagrupables y proceso paso a paso."",""noindex"":false}","true","","","MATCH"
"reclamar-deuda-legalmente-honduras","8f4fe78855ae0f8ce2499c5c46a3f08653cb2ae3f4cb4572320486a636bf09e3","8f4fe78855ae0f8ce2499c5c46a3f08653cb2ae3f4cb4572320486a636bf09e3","true","Cómo reclamar una deuda legalmente en Honduras","Cómo reclamar una deuda legalmente en Honduras","true","{""description"":""Guía práctica para reclamar deudas por la vía legal en Honduras. Requisitos del título ejecutivo, procedimiento judicial y alternativas de cobro."",""noindex"":false}","{""description"":""Guía práctica para reclamar deudas por la vía legal en Honduras. Requisitos del título ejecutivo, procedimiento judicial y alternativas de cobro."",""noindex"":false}","true","","","MATCH"
"recurso-de-amparo-honduras-guia-completa","1d7bdda45d0280338c7497eef0ed851702b018a360873120f7c416297004b140","1d7bdda45d0280338c7497eef0ed851702b018a360873120f7c416297004b140","true","Recurso de Amparo en Honduras: Guía Completa y Procedimiento Actualizado","Recurso de Amparo en Honduras: Guía Completa y Procedimiento Actualizado","true","{""description"":""El amparo no es una segunda apelación. Guía precisa: qué derechos protege, contra qué actos procede, plazo fatal de 2 meses, diferencias con hábeas corpus y"",""noindex"":false}","{""description"":""El amparo no es una segunda apelación. Guía precisa: qué derechos protege, contra qué actos procede, plazo fatal de 2 meses, diferencias con hábeas corpus y"",""noindex"":false}","true","","","MATCH"
"recursos-sentencia-penal-apelacion-casacion-honduras","288159a715628248e6089092e32cba2b3763d77d4896f4112f7b8c9050a18c47","288159a715628248e6089092e32cba2b3763d77d4896f4112f7b8c9050a18c47","true","Recursos contra sentencia penal en Honduras","Recursos contra sentencia penal en Honduras","true","{""description"":""Guía sobre los recursos que proceden contra una sentencia penal: apelación ante la Corte de Apelaciones y casación ante la Sala Penal. Plazos, requisitos y"",""noindex"":false}","{""description"":""Guía sobre los recursos que proceden contra una sentencia penal: apelación ante la Corte de Apelaciones y casación ante la Sala Penal. Plazos, requisitos y"",""noindex"":false}","true","","","MATCH"
"reformas-legales-recientes-honduras","60ff872763e8a45dde466e0410a4bfa12001c261aada146eea462790f72638a9","60ff872763e8a45dde466e0410a4bfa12001c261aada146eea462790f72638a9","true","Reformas Legales Honduras 2024: Guía Completa","Reformas Legales Honduras 2024: Guía Completa","true","{""description"":""Actualización sobre las reformas más relevantes: Decreto 59-2024, facturación electrónica del SAR, nuevas medidas de protección familiar y cambios en propiedad"",""noindex"":false}","{""description"":""Actualización sobre las reformas más relevantes: Decreto 59-2024, facturación electrónica del SAR, nuevas medidas de protección familiar y cambios en propiedad"",""noindex"":false}","true","","","MATCH"
"refugio-asilo-solicitarlo","9390d0f2738c5c36071343bd19a67800ba54895a3d5d001216ab016902bab935","9390d0f2738c5c36071343bd19a67800ba54895a3d5d001216ab016902bab935","true","Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo","Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo","true","{""description"":""Diferencia entre refugio y asilo, quiénes califican (persecución, conflicto armado), proceso ante la DGME y CONARE, principio de no devolución durante el"",""noindex"":false}","{""description"":""Diferencia entre refugio y asilo, quiénes califican (persecución, conflicto armado), proceso ante la DGME y CONARE, principio de no devolución durante el"",""noindex"":false}","true","","","MATCH"
"registrar-marca-honduras-paso-a-paso","7551901669631f46b8e31bf1560579d878c9b7178d3384b35a498d1925b5a83c","7551901669631f46b8e31bf1560579d878c9b7178d3384b35a498d1925b5a83c","true","Registrar una Marca en Honduras","Registrar una Marca en Honduras","true","{""description"":""Guía completa del proceso de registro de marca ante el Instituto de la Propiedad: búsqueda de antecedentes, publicación en La Gaceta, oposición, costos y"",""noindex"":false}","{""description"":""Guía completa del proceso de registro de marca ante el Instituto de la Propiedad: búsqueda de antecedentes, publicación en La Gaceta, oposición, costos y"",""noindex"":false}","true","","","MATCH"
"registro-medicamentos-productos-farmaceuticos-honduras","988408db629739fd53bc51886404fb44df8431c878940a3d1e68c2ea4633c48e","988408db629739fd53bc51886404fb44df8431c878940a3d1e68c2ea4633c48e","true","Registro de medicamentos en Honduras","Registro de medicamentos en Honduras","true","{""description"":""Requisitos técnicos para el registro de medicamentos en Honduras ante la ARSA: certificado OMS, BPM, estudios de estabilidad zona IV, etiquetado en español y"",""noindex"":false}","{""description"":""Requisitos técnicos para el registro de medicamentos en Honduras ante la ARSA: certificado OMS, BPM, estudios de estabilidad zona IV, etiquetado en español y"",""noindex"":false}","true","","","MATCH"
"registro-sanitario-alimentos-arsa-paso-a-paso-honduras","1bc2b55c1cf2a22c91ec567702e5287974e9e8993b8963143621c3fadb23db8a","1bc2b55c1cf2a22c91ec567702e5287974e9e8993b8963143621c3fadb23db8a","true","Registro Sanitario de Alimentos en Honduras","Registro Sanitario de Alimentos en Honduras","true","{""description"":""Qué productos necesitan registro ARSA, requisitos, proceso paso a paso, plazos de 30-60 días, vigencia de 5 años y renovación. Guía para fabricantes e"",""noindex"":false}","{""description"":""Qué productos necesitan registro ARSA, requisitos, proceso paso a paso, plazos de 30-60 días, vigencia de 5 años y renovación. Guía para fabricantes e"",""noindex"":false}","true","","","MATCH"
"residencia-temporal-requisitos-plazos-honduras","39ec532f7d793e1d3e8826133e44d50c5bb5b923e363ada134dc4118a8df52e8","39ec532f7d793e1d3e8826133e44d50c5bb5b923e363ada134dc4118a8df52e8","true","Residencia Temporal en Honduras","Residencia Temporal en Honduras","true","{""description"":""Residencia temporal en Honduras 2026: tipos (trabajo, inversión, estudios, reunificación familiar, rentista), requisitos de cada categoría, proceso ante la"",""noindex"":false}","{""description"":""Residencia temporal en Honduras 2026: tipos (trabajo, inversión, estudios, reunificación familiar, rentista), requisitos de cada categoría, proceso ante la"",""noindex"":false}","true","","","MATCH"
"responsabilidad-medica-mala-praxis-honduras","6032e08c08cbc561bbe15571d12b0dce4532d3ed08e8bea53260351fc7b9ff92","6032e08c08cbc561bbe15571d12b0dce4532d3ed08e8bea53260351fc7b9ff92","true","Mala Praxis Medica en Honduras","Mala Praxis Medica en Honduras","true","{""description"":""Tipos de negligencia médica, plazo de 1 año para reclamar, pruebas clave (peritaje, historia clínica) y vías de reclamación civil y penal en Honduras."",""noindex"":false}","{""description"":""Tipos de negligencia médica, plazo de 1 año para reclamar, pruebas clave (peritaje, historia clínica) y vías de reclamación civil y penal en Honduras."",""noindex"":false}","true","","","MATCH"
"riesgos-profesionales-accidentes","f42af8b7c5443658b31711b8a474692f3226d1f7559073d619fb701c60fccf80","f42af8b7c5443658b31711b8a474692f3226d1f7559073d619fb701c60fccf80","true","Accidentes Laborales en Honduras: Cobertura Legal","Accidentes Laborales en Honduras: Cobertura Legal","true","{""description"":""Conozca sus derechos ante un accidente laboral en Honduras: cobertura del IHSS, prestaciones, plazos para reclamar y acciones legales si el empleador no paga."",""noindex"":false}","{""description"":""Conozca sus derechos ante un accidente laboral en Honduras: cobertura del IHSS, prestaciones, plazos para reclamar y acciones legales si el empleador no paga."",""noindex"":false}","true","","","MATCH"
"sanciones-administrativas-como-defenderse-honduras","69297044e11eac75cc53d247e439d084e75269b37bc1ff60995d98430a4587b6","69297044e11eac75cc53d247e439d084e75269b37bc1ff60995d98430a4587b6","true","Sanciones Administrativas en Honduras","Sanciones Administrativas en Honduras","true","{""description"":""Tipos de sanciones (multas, suspensión, clausura), plazos de 10 días para recurrir, recursos de reposición y apelación, y demanda contencioso-administrativa."",""noindex"":false}","{""description"":""Tipos de sanciones (multas, suspensión, clausura), plazos de 10 días para recurrir, recursos de reposición y apelación, y demanda contencioso-administrativa."",""noindex"":false}","true","","","MATCH"
"sar-notifica-fiscalizacion-que-hacer-honduras","3014ffe777d0384ef95d61b9612109b02c8bf1b032da0e13c837e19460ff1de5","3014ffe777d0384ef95d61b9612109b02c8bf1b032da0e13c837e19460ff1de5","true","Fiscalización del SAR en Honduras: Cómo Responder","Fiscalización del SAR en Honduras: Cómo Responder","true","{""description"":""Tipos de fiscalización, plazos para responder, documentación requerida, cómo impugnar una liquidación incorrecta y consejos para superar una revisión del SAR."",""noindex"":false}","{""description"":""Tipos de fiscalización, plazos para responder, documentación requerida, cómo impugnar una liquidación incorrecta y consejos para superar una revisión del SAR."",""noindex"":false}","true","","","MATCH"
"servicios-legales-empresas-sur-honduras","169cf040cae55b527f389d600ce1f8b941696ffe02baa03444e5e899e7810893","169cf040cae55b527f389d600ce1f8b941696ffe02baa03444e5e899e7810893","true","Guía de Servicios Legales para Empresas en el Sur","Guía de Servicios Legales para Empresas en el Sur","true","{""description"":""Panorama de los servicios legales disponibles en la zona sur de Honduras para empresas y particulares: asesoría corporativa, defensa penal, laboral, familia,"",""noindex"":false}","{""description"":""Panorama de los servicios legales disponibles en la zona sur de Honduras para empresas y particulares: asesoría corporativa, defensa penal, laboral, familia,"",""noindex"":false}","true","","","MATCH"
"sobreseimiento-definitivo-provisional","923dd4c9fab5d930b5effd22c4f997442701b410bd02a0e0b4182fca2fb00821","923dd4c9fab5d930b5effd22c4f997442701b410bd02a0e0b4182fca2fb00821","true","Sobreseimiento definitivo y provisional en Honduras","Sobreseimiento definitivo y provisional en Honduras","true","{""description"":""¿Puede cerrar su caso penal en Honduras? Diferencias entre sobreseimiento definitivo (archivo total) y provisional. Requisitos y plazos."",""noindex"":false}","{""description"":""¿Puede cerrar su caso penal en Honduras? Diferencias entre sobreseimiento definitivo (archivo total) y provisional. Requisitos y plazos."",""noindex"":false}","true","","","MATCH"
